==12373== NVPROF is profiling process 12373, command: python resnet.py resnet101
==12373== Profiling application: python resnet.py resnet101
==12373== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
4.746756,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746768,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746781,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746793,0.000832,,,,,,,,,,0.000244,0.286561,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746820,0.013536,,,,,,,,,,0.062500,4.509098,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746851,0.000992,,,,,,,,,,0.000977,0.961365,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746861,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746874,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746886,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746927,0.022112,,,,,,,,,,0.125000,5.520546,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746956,0.000960,,,,,,,,,,0.000488,0.496705,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746968,0.000832,,,,,,,,,,0.000488,0.573122,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746982,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.746994,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.747505,0.092800,,,,,,,,,,0.562500,5.919358,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.747605,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.747618,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.747631,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.747643,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.747699,0.067936,,,,,,,,,,0.250000,3.593686,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.747774,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.747788,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.747801,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.747813,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.748290,0.091072,,,,,,,,,,0.500000,5.361486,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.748389,0.001344,,,,,,,,,,0.001953,1.419158,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.748402,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.748415,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.748427,0.001152,,,,,,,,,,0.001953,1.655685,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.748483,0.042368,,,,,,,,,,0.250000,5.762383,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.748532,0.000896,,,,,,,,,,0.000488,0.532184,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.748545,0.000896,,,,,,,,,,0.000488,0.532184,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.748557,0.000896,,,,,,,,,,0.000488,0.532184,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.748569,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749012,0.092736,,,,,,,,,,0.562500,5.923443,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749112,0.001184,,,,,,,,,,0.000488,0.402734,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749125,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749137,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749149,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749202,0.042400,,,,,,,,,,0.250000,5.758034,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749251,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749264,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749277,0.001312,,,,,,,,,,0.001953,1.453772,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749289,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749344,0.042368,,,,,,,,,,0.250000,5.762383,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749393,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749405,0.000928,,,,,,,,,,0.000488,0.513833,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749418,0.000896,,,,,,,,,,0.000488,0.532184,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749429,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749853,0.092736,,,,,,,,,,0.562500,5.923443,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749953,0.001056,,,,,,,,,,0.000488,0.451550,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749966,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749979,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.749991,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750044,0.042368,,,,,,,,,,0.250000,5.762383,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750093,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750106,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750119,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750131,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750187,0.042400,,,,,,,,,,0.250000,5.758034,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750236,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750248,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750260,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750272,0.000896,,,,,,,,,,0.000488,0.532184,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750770,0.092736,,,,,,,,,,0.562500,5.923443,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750870,0.001056,,,,,,,,,,0.000488,0.451550,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750883,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750896,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750908,0.000864,,,,,,,,,,0.000488,0.551895,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.750959,0.042400,,,,,,,,,,0.250000,5.758034,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.751009,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.751021,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.751034,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.751047,0.001120,,,,,,,,,,0.001953,1.702990,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.751521,0.082689,,,,,,,,,,0.500000,5.905033,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.751610,0.001248,,,,,,,,,,0.000977,0.764162,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.751624,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.751637,0.001184,,,,,,,,,,0.000977,0.805468,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.751649,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.752207,0.426816,,,,,,,,,,2.250000,5.148039,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.752641,0.001248,,,,,,,,,,0.000977,0.764162,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.752656,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.752669,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.752681,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.753157,0.162912,,,,,,,,,,1.000000,5.994417,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.753328,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.753341,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.753354,0.009280,,,,,,,,,,0.003906,0.411067,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.753378,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.753887,0.369408,,,,,,,,,,2.000000,5.287176,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.754264,0.001568,,,,,,,,,,0.003906,2.432843,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.754278,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.754292,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.754305,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.754816,0.163040,,,,,,,,,,1.000000,5.989711,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.754987,0.001120,,,,,,,,,,0.000977,0.851495,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.754999,0.000928,,,,,,,,,,0.000977,1.027666,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.755011,0.000928,,,,,,,,,,0.000977,1.027666,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.755023,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.755549,0.445856,,,,,,,,,,2.250000,4.928196,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.756002,0.001280,,,,,,,,,,0.000977,0.745058,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.756016,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.756029,0.000929,,,,,,,,,,0.000977,1.026560,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.756041,0.000928,,,,,,,,,,0.000977,1.027666,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.756589,0.162880,,,,,,,,,,1.000000,5.995595,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.756782,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.756789,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.756803,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.756815,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.757293,0.162912,,,,,,,,,,1.000000,5.994417,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.757463,0.001248,,,,,,,,,,0.000977,0.764162,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.757477,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.757490,0.001152,,,,,,,,,,0.000977,0.827842,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.757502,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.758048,0.440192,,,,,,,,,,2.250000,4.991607,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.758495,0.001248,,,,,,,,,,0.000977,0.764162,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.758508,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.758522,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.758534,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.759064,0.187136,,,,,,,,,,1.000000,5.218464,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.759259,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.759273,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.759286,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.759299,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.759845,0.186976,,,,,,,,,,1.000000,5.222930,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.760040,0.001120,,,,,,,,,,0.000977,0.851495,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.760052,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.760066,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.760078,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.760616,0.447008,,,,,,,,,,2.250000,4.915495,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.761071,0.001248,,,,,,,,,,0.000977,0.764162,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.761083,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.761096,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.761109,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.761651,0.186944,,,,,,,,,,1.000000,5.223824,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.761845,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.761858,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.761871,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.761884,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.762355,0.162912,,,,,,,,,,1.000000,5.994417,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.762525,0.001120,,,,,,,,,,0.000977,0.851495,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.762538,0.001216,,,,,,,,,,0.000977,0.784272,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.762550,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.762562,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.763027,0.413409,,,,,,,,,,2.250000,5.314992,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.763447,0.001248,,,,,,,,,,0.000977,0.764162,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.763460,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.763473,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.763485,0.000928,,,,,,,,,,0.000977,1.027666,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.763956,0.162912,,,,,,,,,,1.000000,5.994417,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.764127,0.001536,,,,,,,,,,0.003906,2.483527,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.764144,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.764157,0.001504,,,,,,,,,,0.003906,2.536368,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.764170,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.764676,0.162912,,,,,,,,,,1.000000,5.994417,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.764847,0.001280,,,,,,,,,,0.000977,0.745058,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.764860,0.001120,,,,,,,,,,0.000977,0.851495,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.764872,0.000928,,,,,,,,,,0.000977,1.027666,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.764884,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.765421,0.409536,,,,,,,,,,2.250000,5.365256,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.765837,0.001280,,,,,,,,,,0.000977,0.745058,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.765850,0.000928,,,,,,,,,,0.000977,1.027666,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.765863,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.765875,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.766417,0.162912,,,,,,,,,,1.000000,5.994417,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.766588,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.766601,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.766614,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.766627,0.001472,,,,,,,,,,0.003906,2.591506,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.767167,0.162880,,,,,,,,,,1.000000,5.995595,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.767338,0.001120,,,,,,,,,,0.000977,0.851495,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.767351,0.000928,,,,,,,,,,0.000977,1.027666,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.767364,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.767376,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.767933,0.412768,,,,,,,,,,2.250000,5.323246,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.768353,0.001280,,,,,,,,,,0.000977,0.745058,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
4.768366,0.000960,,,,,,,,,,0.000977,0.993411,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
